"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol","ensembl_id"
"ENSG00000012124",952.41,10.479,0.69715999140973,15.0306692143803,4.62311520274074e-51,0,"CD22","ENSG00000012124"
"ENSG00000137142",2216.98,-5.443,0.362675530347108,-15.0079646550805,6.51152909056157e-51,0,"IGFBPL1","ENSG00000137142"
"ENSG00000100985",28597.51,-4.927,0.330276686506115,-14.9182635708912,2.50713136321697e-50,0,"MMP9","ENSG00000100985"
"ENSG00000156150",268.2,5.196,0.350256189389402,14.8351261516149,8.6840523843084e-50,0,"ALX3","ENSG00000156150"
"ENSG00000163638",8545.17,-3.691,0.24980054250264,-14.7764173826669,2.07936324196422e-49,0,"ADAMTS9","ENSG00000163638"
"ENSG00000100097",491.2,-5.605,0.379739032919595,-14.7609484171317,2.61576339841681e-49,0,"LGALS1","ENSG00000100097"
"ENSG00000163531",2664.67,-3.737,0.254344371016574,-14.6944026257352,7.00131857953392e-49,0,"NFASC","ENSG00000163531"
"ENSG00000102287",796.02,5.789,0.394155672495912,14.6877300406685,7.72588182583977e-49,0,"GABRE","ENSG00000102287"
"ENSG00000198682",428.63,-4.643,0.317162429485633,-14.6378587243669,1.61061166355657e-48,0,"PAPSS2","ENSG00000198682"
"ENSG00000264230",628.32,-5,0.344034306494676,-14.5343065602489,7.34535862061465e-48,0,"ANXA8L1","ENSG00000264230"
"ENSG00000265190",538.14,-7.103,0.490669744489535,-14.4762375438643,1.71216140252297e-47,0,"ANXA8","ENSG00000265190"
"ENSG00000178695",2895.85,-4.584,0.317165419292929,-14.454551768535,2.34652380169336e-47,0,"KCTD12","ENSG00000178695"
"ENSG00000133816",1699.46,-5.134,0.355610485033189,-14.4379250813604,2.98699614233741e-47,0,"MICAL2","ENSG00000133816"
"ENSG00000151090",3732.13,-5.325,0.369050715005831,-14.4300154847428,3.35005906348611e-47,0,"THRB","ENSG00000151090"
"ENSG00000137872",1769.36,4.262,0.295807725122289,14.4076295097248,4.63342039176324e-47,0,"SEMA6D","ENSG00000137872"
"ENSG00000186832",392,-6.518,0.453942143803701,-14.359404868704,9.30225098925663e-47,0,"KRT16","ENSG00000186832"
"ENSG00000164107",499.27,9.289,0.647015627927232,14.3563417047976,9.72255315715051e-47,0,"HAND2","ENSG00000164107"
"ENSG00000160097",535.81,6.328,0.441345003227426,14.3378682847769,1.26893586425165e-46,0,"FNDC5","ENSG00000160097"
"ENSG00000100385",768.82,-7.901,0.551215430952649,-14.3344023074297,1.33389980365655e-46,0,"IL2RB","ENSG00000100385"
"ENSG00000183696",3106.09,-4.122,0.287609998086092,-14.3317852008013,1.38513682546442e-46,0,"UPP1","ENSG00000183696"
"ENSG00000145248",245.47,6.735,0.472128134306477,14.2661805550726,3.55524110746364e-46,0,"SLC10A4","ENSG00000145248"
"ENSG00000118729",594.59,-3.798,0.266945583874669,-14.228868948259,6.06548526903026e-46,0,"CASQ2","ENSG00000118729"
"ENSG00000132031",4261.4,-4.587,0.322961016973152,-14.2031337805398,8.76054868865273e-46,0,"MATN3","ENSG00000132031"
"ENSG00000198785",719.65,6.174,0.435677718621624,14.1708399576177,1.38829962948117e-45,0,"GRIN3A","ENSG00000198785"
"ENSG00000185352",224.08,5.238,0.370890383836678,14.1227631007518,2.74993905077917e-45,0,"HS6ST3","ENSG00000185352"
"ENSG00000064999",25563.86,-3.612,0.255986917102617,-14.1091362517599,3.33639392020125e-45,0,"ANKS1A","ENSG00000064999"
"ENSG00000171243",204.54,5.414,0.384791663693742,14.0701324978227,5.79607080139477e-45,0,"SOSTDC1","ENSG00000171243"
"ENSG00000145808",802.12,4.2,0.299425948775251,14.0273936946317,1.05975163203497e-44,0,"ADAMTS19","ENSG00000145808"
"ENSG00000007237",2464.03,-4.143,0.296403276142474,-13.9767946922447,2.15999150637795e-44,0,"GAS7","ENSG00000007237"
"ENSG00000168621",565.99,-5.64,0.404402263015075,-13.9455403273258,3.34902070308165e-44,0,"GDNF","ENSG00000168621"
"ENSG00000141526",2278.28,-4.699,0.337729742584107,-13.9121559648833,5.34438446115868e-44,0,"SLC16A3","ENSG00000141526"
"ENSG00000174827",407.37,-4.677,0.336211427036638,-13.9109180555801,5.43769732268207e-44,0,"PDZK1","ENSG00000174827"
"ENSG00000091656",945.61,4.199,0.302475383379621,13.8809373187153,8.26559375086439e-44,0,"ZFHX4","ENSG00000091656"
"ENSG00000048740",1533.4,-3.866,0.279110434416431,-13.8508711278516,1.25678611711824e-43,0,"CELF2","ENSG00000048740"
"ENSG00000123892",536.57,3.77,0.272595604238851,13.8281977999038,1.72282897014986e-43,0,"RAB38","ENSG00000123892"
"ENSG00000183248",994.47,5.213,0.377404811962508,13.8114731347601,2.17341062391692e-43,0,"PRR36","ENSG00000183248"
"ENSG00000106278",225,4.822,0.350525816048757,13.7571339292927,4.61461029353228e-43,0,"PTPRZ1","ENSG00000106278"
"ENSG00000157510",788.48,-3.478,0.253123498409384,-13.7393964507567,5.89652879107371e-43,0,"AFAP1L1","ENSG00000157510"
"ENSG00000185818",457.94,4.57,0.333704961328471,13.6938240123504,1.10535454090458e-42,0,"NAT8L","ENSG00000185818"
"ENSG00000185585",5543.7,-5.957,0.436905716183724,-13.6343662260762,2.5015460644815e-42,0,"OLFML2A","ENSG00000185585"
"ENSG00000145990",858.26,-3.536,0.259435420334418,-13.6310238342588,2.61880309498181e-42,0,"GFOD1","ENSG00000145990"
"ENSG00000137507",5980.6,-3.364,0.246793382341514,-13.6293764769425,2.67859065923732e-42,0,"LRRC32","ENSG00000137507"
"ENSG00000189431",396.48,-4.566,0.335938738995326,-13.5919346864361,4.47103572885408e-42,0,"RASSF10","ENSG00000189431"
"ENSG00000116016",73944.03,-3.394,0.249713133721237,-13.5907745586277,4.54247607610107e-42,0,"EPAS1","ENSG00000116016"
"ENSG00000182578",999.82,-5.477,0.403195613714501,-13.582775051154,5.06696652571555e-42,0,"CSF1R","ENSG00000182578"
"ENSG00000215386",192.29,6.671,0.49139433155886,13.5756715551379,5.58296427805595e-42,0,"MIR99AHG","ENSG00000215386"
"ENSG00000176956",226.97,5.577,0.411704054240587,13.5451479575418,8.46431806044064e-42,0,"LY6H","ENSG00000176956"
"ENSG00000170390",298.81,5.673,0.419874575486339,13.5113418445905,1.34055548988346e-41,0,"DCLK2","ENSG00000170390"
"ENSG00000237125",188.95,6.649,0.493139887137997,13.4833936853441,1.95885312717436e-41,0,"HAND2-AS1","ENSG00000237125"
"ENSG00000233056",2244.99,-3.449,0.2569477813666,-13.4229283959413,4.43822535692644e-41,0,"ERVH48-1","ENSG00000233056"
"ENSG00000112232",191.05,5.939,0.442753253674598,13.4145089813255,4.97215333714418e-41,0,"KHDRBS2","ENSG00000112232"
"ENSG00000079819",4574.94,-2.836,0.211836104550284,-13.3877857941071,7.12740254354181e-41,0,"EPB41L2","ENSG00000079819"
"ENSG00000253304",875.87,-3.581,0.267531329621939,-13.3859647571092,7.30427225698593e-41,0,"TMEM200B","ENSG00000253304"
"ENSG00000164574",4608.33,-3.464,0.259262353354606,-13.3608158652596,1.02435210966323e-40,0,"GALNT10","ENSG00000164574"
"ENSG00000235162",1804.8,-3.746,0.280621599949777,-13.3503709050449,1.17860613616494e-40,0,"C12orf75","ENSG00000235162"
"ENSG00000196154",1435.79,-3.183,0.239354014013068,-13.2966701336531,2.42008382197334e-40,0,"S100A4","ENSG00000196154"
"ENSG00000175793",2323.43,-4.726,0.355624410609868,-13.2905399020904,2.62675992262526e-40,0,"SFN","ENSG00000175793"
"ENSG00000107242",194.12,4.366,0.328681098569871,13.2824156495311,2.92793837103625e-40,0,"PIP5K1B","ENSG00000107242"
"ENSG00000057704",1981.01,-3.099,0.233321695561567,-13.2822021084886,2.93630141017055e-40,0,"TMCC3","ENSG00000057704"
"ENSG00000211772",1231.31,-3.878,0.292429877744837,-13.2629013730133,3.79907987968929e-40,0,"TRBC2","ENSG00000211772"
"ENSG00000161896",560.2,-3.953,0.298427358645298,-13.245454069825,4.79373733159066e-40,0,"IP6K3","ENSG00000161896"
"ENSG00000125462",319.13,-5.417,0.410301653830898,-13.2035254067155,8.37231801621558e-40,0,"MIR9-1HG","ENSG00000125462"
"ENSG00000198959",41246.17,-5.44,0.412330979448498,-13.1934320044724,9.57259707942377e-40,0,"TGM2","ENSG00000198959"
"ENSG00000184408",184.62,5.631,0.429598781846215,13.1087156661475,2.93527060577354e-39,0,"KCND2","ENSG00000184408"
"ENSG00000115844",499.39,5.619,0.430252005147008,13.0599185768989,5.57874214193254e-39,0,"DLX2","ENSG00000115844"
"ENSG00000114948",450.44,4.062,0.311251241740019,13.0518042995167,6.20600037819284e-39,0,"ADAM23","ENSG00000114948"
"ENSG00000185847",355.57,-4.637,0.355564733459171,-13.0406896371369,7.1804601720307e-39,0,"LINC01405","ENSG00000185847"
"ENSG00000255690",5380.91,-3.296,0.252797067254728,-13.0382098521306,7.41782958360845e-39,0,"TRIL","ENSG00000255690"
"ENSG00000223764",755.1,5.553,0.425941138510381,13.0368354908186,7.55272920967685e-39,0,"LINC02593","ENSG00000223764"
"ENSG00000184254",395.89,-7.45,0.571995309079864,-13.02441792443,8.88762357688359e-39,0,"ALDH1A3","ENSG00000184254"
"ENSG00000277363",336.98,4.802,0.369511610064643,12.9945711852639,1.31341876548798e-38,0,"SRCIN1","ENSG00000277363"
"ENSG00000131730",570.34,-4.135,0.318446791241677,-12.9835731274502,1.51637863168364e-38,0,"CKMT2","ENSG00000131730"
"ENSG00000131711",4544,-3.906,0.300872839656858,-12.9830251814759,1.52726854771571e-38,0,"MAP1B","ENSG00000131711"
"ENSG00000119408",3111.7,-3.443,0.265685587116764,-12.9599890188731,2.06277058047592e-38,0,"NEK6","ENSG00000119408"
"ENSG00000176697",196.33,4.722,0.365408970185798,12.9220729046593,3.37913431310784e-38,0,"BDNF","ENSG00000176697"
"ENSG00000164099",9107.14,-3.44,0.266805842767568,-12.8923914263737,4.96790427423912e-38,0,"PRSS12","ENSG00000164099"
"ENSG00000206384",640.59,4.132,0.321909025447977,12.8371642971905,1.01525545030468e-37,0,"COL6A6","ENSG00000206384"
"ENSG00000180537",434.59,5.189,0.405579928371489,12.793963941953,1.77199894654547e-37,0,"RNF182","ENSG00000180537"
"ENSG00000158286",944.95,3.362,0.263065487739397,12.7813363133188,2.0845681611419e-37,0,"RNF207","ENSG00000158286"
"ENSG00000105989",458.05,3.653,0.286276906146474,12.7605664983063,2.72214178141661e-37,0,"WNT2","ENSG00000105989"
"ENSG00000146072",14916.27,-2.757,0.216291055997385,-12.7479306116598,3.20130688055737e-37,0,"TNFRSF21","ENSG00000146072"
"ENSG00000147573",3163.15,-4.113,0.324164737349948,-12.6882163421005,6.8733285439565e-37,0,"TRIM55","ENSG00000147573"
"ENSG00000185559",248.24,5.831,0.460519702788135,12.6608539396848,9.74336943924034e-37,0,"DLK1","ENSG00000185559"
"ENSG00000107738",1009.49,3.056,0.241667729070529,12.6461390081748,1.17509154946416e-36,0,"VSIR","ENSG00000107738"
"ENSG00000157111",283.03,-5.767,0.456648538294416,-12.6292131868201,1.4572806811823e-36,0,"TMEM171","ENSG00000157111"
"ENSG00000159784",438.68,3.308,0.261959392946553,12.6261722525563,1.51468882257643e-36,0,"FAM131B","ENSG00000159784"
"ENSG00000187068",428.27,5.036,0.398933002667657,12.6240352437614,1.55637155283552e-36,0,"C3orf70","ENSG00000187068"
"ENSG00000145626",363.5,4.41,0.35035057318225,12.5878619463367,2.4625328326985e-36,0,"UGT3A1","ENSG00000145626"
"ENSG00000187091",1373.57,-3.378,0.268507883158103,-12.5821091710025,2.64862473569715e-36,0,"PLCD1","ENSG00000187091"
"ENSG00000079385",248.72,-4.972,0.396470311233515,-12.5406517267139,4.47301685926738e-36,0,"CEACAM1","ENSG00000079385"
"ENSG00000135074",11416.55,-3.527,0.281644596964243,-12.523848101812,5.52882102244264e-36,0,"ADAM19","ENSG00000135074"
"ENSG00000026508",499.17,-3.593,0.287099039414868,-12.5142315253733,6.24089468954894e-36,0,"CD44","ENSG00000026508"
"ENSG00000250654",187.91,4.687,0.374727124193703,12.5078959246844,6.75909349478508e-36,0,NA,"ENSG00000250654"
"ENSG00000197580",203.73,4.733,0.379121621644953,12.4837971305944,9.151595300333e-36,0,"BCO2","ENSG00000197580"
"ENSG00000271447",532.84,-4.377,0.350682455029956,-12.481711407921,9.39454110327222e-36,0,"MMP28","ENSG00000271447"
"ENSG00000183671",141.21,5.77,0.462293115498426,12.4809115210974,9.48940309841312e-36,0,"CMKLR2","ENSG00000183671"
"ENSG00000151468",2783.72,-5.155,0.414171028431263,-12.4470395416742,1.45129146169695e-35,0,"CCDC3","ENSG00000151468"
"ENSG00000136099",263.04,-5.57,0.447870229138781,-12.4364307682869,1.65746175940826e-35,0,"PCDH8","ENSG00000136099"
"ENSG00000185745",547.58,-5.048,0.407018326680979,-12.4033119337373,2.50741447749086e-35,0,"IFIT1","ENSG00000185745"
"ENSG00000169129",7840.92,-2.811,0.227297713474995,-12.3690541259852,3.84320435574824e-35,0,"AFAP1L2","ENSG00000169129"
"ENSG00000176532",4899.73,-3.317,0.26852682767183,-12.3540760299893,4.63045667909923e-35,0,"PRR15","ENSG00000176532"
"ENSG00000024422",3282.96,-3.37,0.274331032098218,-12.2851656055473,1.08821950198488e-34,0,"EHD2","ENSG00000024422"
"ENSG00000053438",2137.65,-2.725,0.221871962477484,-12.2813933134194,1.14017545710467e-34,0,"NNAT","ENSG00000053438"
"ENSG00000161905",988.14,-5.509,0.449394489443932,-12.2596461050707,1.4914983616376e-34,0,"ALOX15","ENSG00000161905"
"ENSG00000183779",6401.56,3.396,0.277043521973805,12.2573408506461,1.53453254395878e-34,0,"ZNF703","ENSG00000183779"
"ENSG00000165462",505.06,-8.456,0.68986144465193,-12.2576652030051,1.52840381481636e-34,0,"PHOX2A","ENSG00000165462"
"ENSG00000204054",835.57,2.991,0.244263463316654,12.2459168980421,1.76669089299647e-34,0,"LOC124900275","ENSG00000204054"
"ENSG00000075213",2190.63,3.588,0.293102266611906,12.2405417055263,1.88768520978123e-34,0,"SEMA3A","ENSG00000075213"
"ENSG00000140937",2640.68,-4.707,0.384963730000015,-12.227439354106,2.21821426944288e-34,0,"CDH11","ENSG00000140937"
"ENSG00000019186",631.52,10.215,0.840396989264595,12.1544461247185,5.43287408279193e-34,0,"CYP24A1","ENSG00000019186"
"ENSG00000259498",927.83,-3.472,0.285768066169092,-12.1483546072628,5.85317055157534e-34,0,NA,"ENSG00000259498"
"ENSG00000077943",449.09,-5.717,0.472014265259788,-12.1117348023206,9.15374046169905e-34,0,"ITGA8","ENSG00000077943"
"ENSG00000118946",888.99,4.835,0.399199854416477,12.1117551326443,9.15147160282542e-34,0,"PCDH17","ENSG00000118946"
"ENSG00000180053",255.16,-5.674,0.468610904263975,-12.1090236438212,9.46136499468885e-34,0,"NKX2-6","ENSG00000180053"
"ENSG00000231817",254.17,-6.468,0.534872046200751,-12.0925394483118,1.15655696871312e-33,0,"LINC01198","ENSG00000231817"
"ENSG00000061455",210.01,4.211,0.34830050498076,12.0909954262226,1.17850115010934e-33,0,"PRDM6","ENSG00000061455"
"ENSG00000168675",517.6,-4.135,0.342294215465317,-12.0802496467327,1.34311321455498e-33,0,"LDLRAD4","ENSG00000168675"
"ENSG00000265992",211.26,-5.579,0.462716277797079,-12.057940327925,1.76132685197528e-33,0,"ESRG","ENSG00000265992"
"ENSG00000166922",225.14,4.192,0.347950426234088,12.0490298820378,1.96245991385983e-33,0,"SCG5","ENSG00000166922"
"ENSG00000198768",338.16,-4.087,0.339369258553614,-12.0425383451739,2.12320367832629e-33,0,"APCDD1L","ENSG00000198768"
"ENSG00000011028",4770,-3.39,0.281765533979397,-12.0310664980483,2.43988477485232e-33,0,"MRC2","ENSG00000011028"
"ENSG00000154127",4099.05,-4.358,0.362384304939417,-12.0253503008416,2.614767818599e-33,0,"UBASH3B","ENSG00000154127"
"ENSG00000178038",1015.48,-3.818,0.318226097414681,-11.9989997645806,3.59616071908052e-33,0,"ALS2CL","ENSG00000178038"
"ENSG00000106069",2098.23,-3.224,0.268889687789621,-11.9917255633072,3.92639522499682e-33,0,"CHN2","ENSG00000106069"
"ENSG00000178445",2839.04,3.146,0.262441243268718,11.988426011426,4.08595353704538e-33,0,"GLDC","ENSG00000178445"
"ENSG00000113721",7871.95,-3.071,0.256522661489554,-11.9731692297255,4.91160032346652e-33,0,"PDGFRB","ENSG00000113721"
"ENSG00000133687",558.02,3.774,0.315367097742497,11.9682549980427,5.21131203797469e-33,0,"TMTC1","ENSG00000133687"
"ENSG00000115935",4261.9,-2.828,0.236505514232293,-11.9553752577186,6.08580442387634e-33,0,"WIPF1","ENSG00000115935"
"ENSG00000133460",1341.65,2.798,0.234227451483571,11.9437613766391,6.99851882052974e-33,0,"SLC2A11","ENSG00000133460"
"ENSG00000099337",1795.67,-3.463,0.290271679920635,-11.9291724052899,8.3398475603772e-33,0,"KCNK6","ENSG00000099337"
